1,1,4,1376697600
2,2,5,1396915200
3,3,1,1332115200
4,4,4,1404691200
5,5,4,1381363200
6,5,1,1381449600
7,6,3,1364342400
8,7,2,1396569600
9,8,5,1381881600
10,8,5,1362182400
11,8,5,1359936000
12,9,5,1383264000
13,9,4,1382918400
14,10,5,1380931200
15,11,5,1374969600
16,11,5,1389052800
17,11,5,1381708800
18,11,5,1390435200
19,12,5,1404086400
20,12,4,1358208000
21,12,5,1386374400
22,12,5,1382572800
23,13,5,1403136000
24,13,4,1381363200
25,13,5,1340150400
26,13,3,1327276800
27,14,2,1404432000
28,14,4,1367971200
29,14,5,1345852800
30,14,3,1397865600
31,14,4,1395360000
32,14,5,1351987200
33,14,5,1361145600
34,14,5,1372636800
35,14,4,1397952000
36,14,4,1291766400
37,14,2,1385078400
38,14,5,1391644800
39,14,5,1400803200
40,14,3,1347148800
41,14,5,1372982400
42,14,2,1389225600
43,14,4,1375574400
44,14,1,1394841600
45,14,5,1375142400
46,14,5,1401580800
47,15,1,1403136000
48,15,5,1381708800
49,15,2,1399420800
50,15,5,1386547200
51,15,1,1401926400
52,15,4,1368316800
53,15,4,1405036800
54,16,1,1371513600
55,17,5,1378252800
56,18,3,1373673600
57,19,2,1390435200
58,20,2,1380672000
59,21,1,1394409600
58,22,2,1380672000
60,23,3,1312156800
61,23,5,1358899200
62,23,1,1298592000
63,24,1,1393804800
64,24,5,1339027200
65,24,2,1378944000
66,25,4,1303084800
67,26,5,1371168000
68,26,1,1340236800
69,26,5,1403827200
70,26,5,1390780800
71,26,5,1363651200
72,26,4,1359331200
73,26,5,1387238400
74,26,5,1370995200
75,26,5,1358812800
76,26,5,1401667200
77,26,3,1369526400
78,26,5,1339286400
79,26,5,1382486400
80,27,5,1321488000
81,28,5,1398297600
82,28,5,1370908800
83,29,2,1397174400
58,30,1,1380672000
84,31,3,1387756800
85,32,5,1392768000
86,32,5,1387411200
87,33,5,1402099200
88,34,5,1398988800
89,34,5,1386115200
90,35,3,1381449600
91,35,4,1380326400
92,35,1,1393286400
93,36,3,1388793600
94,37,5,1398297600
95,38,5,1370995200
96,38,5,1367971200
97,39,5,1405296000
98,39,3,1391990400
99,39,5,1386547200
100,39,2,1402444800
101,39,5,1398902400
102,39,4,1403136000
103,39,2,1391904000
104,39,5,1380931200
105,39,5,1403913600
106,39,2,1383177600
107,39,5,1393804800
108,39,4,1392163200
109,39,5,1403395200
110,39,5,1387756800
111,39,5,1375747200
112,39,5,1382400000
113,39,5,1373846400
114,39,4,1390176000
115,40,5,1374537600
116,41,3,1398124800
117,41,5,1393977600
118,41,5,1393632000
119,42,5,1404259200
120,43,5,1398211200
121,43,1,1401753600
122,43,1,1403913600
123,43,4,1383782400
124,43,5,1394064000
125,44,5,1224806400
126,45,5,1394150400
127,46,5,1403481600
128,46,5,1365292800
129,46,4,1404518400
130,46,1,1403222400
131,46,5,1389916800
132,46,4,1380931200
133,46,5,1377820800
134,46,5,1357776000
135,46,4,1382918400
136,46,5,1403827200
137,46,5,1362960000
138,46,5,1373155200
139,46,1,1373587200
140,46,5,1402444800
141,46,1,1398902400
142,46,5,1370908800
143,46,1,1373846400
144,46,5,1357689600
145,46,5,1405036800
146,46,2,1378166400
147,46,5,1399507200
148,46,5,1357603200
149,46,4,1401321600
126,46,5,1390867200
150,46,1,1398124800
151,46,5,1362355200
152,46,5,1305244800
153,46,5,1391731200
154,46,5,1399420800
155,46,5,1388707200
156,46,1,1376092800
157,46,5,1397606400
158,46,4,1368748800
159,46,4,1373673600
160,46,5,1397174400
161,46,5,1389916800
162,47,5,1385510400
126,47,5,1394150400
163,47,5,1336176000
164,48,5,1367452800
165,49,5,1374710400
166,50,3,1369699200
167,51,5,1333497600
168,51,3,1281052800
169,52,1,1395446400
170,53,2,1375747200
171,53,5,1352937600
172,53,5,1393891200
173,54,5,1401408000
159,54,3,1371513600
126,55,5,1397260800
126,56,5,1397260800
174,57,5,1352160000
126,58,5,1391126400
175,59,5,1363996800
126,60,5,1401408000
176,61,5,1350604800
177,61,5,1375056000
178,61,5,1394582400
179,61,5,1360800000
180,61,5,1357603200
181,61,5,1345161600
182,61,5,1315267200
126,62,5,1394150400
126,63,5,1397260800
126,64,5,1394150400
126,65,5,1391558400
183,66,5,1361664000
184,67,5,1382659200
185,68,5,1332633600
186,69,2,1373328000
187,70,5,1367625600
188,70,5,1404950400
189,71,5,1379030400
190,71,5,1320796800
191,71,5,1332633600
188,71,5,1404950400
155,71,5,1388707200
192,72,4,1365465600
193,72,2,1380758400
194,73,2,1257984000
155,74,5,1388707200
195,75,5,1332115200
126,76,5,1391558400
155,76,5,1386460800
196,77,4,1304640000
197,77,4,1366502400
198,77,5,1313798400
199,77,5,1364860800
126,78,5,1394150400
174,79,5,1352160000
200,79,5,1400112000
126,80,5,1394150400
201,80,5,1383004800
202,81,5,1350259200
203,81,5,1383696000
204,81,5,1378771200
126,82,5,1391558400
205,83,1,1252627200
206,83,1,1250380800
207,84,5,1322438400
208,84,5,1390176000
209,85,5,1372118400
210,85,5,1304640000
211,85,5,1270080000
212,85,1,1378944000
213,85,1,1391904000
126,85,5,1394150400
214,85,5,1356134400
215,85,5,1361750400
216,85,5,1341532800
217,85,5,1386720000
218,85,5,1283472000
219,85,2,1399852800
220,85,5,1381363200
221,85,5,1304121600
222,85,1,1379635200
223,85,5,1377475200
224,86,5,1351382400
225,87,5,1399334400
226,88,2,1269993600
227,89,5,1367625600
228,89,5,1401494400
229,89,5,1375142400
230,89,5,1379116800
231,90,4,1148256000
232,90,1,1168732800
233,90,1,1141516800
234,91,5,1355097600
235,92,5,1375142400
236,92,5,1357430400
237,92,5,1378512000
238,93,5,1402272000
239,94,5,1368748800
240,94,5,1355011200
241,95,5,1223164800
242,96,5,1170201600
243,96,1,1168300800
244,97,5,1275523200
245,97,5,1343001600
246,98,4,964656000
247,98,1,1277942400
248,98,4,1035504000
249,98,5,1006732800
250,99,4,1285113600
251,99,5,1308182400
252,99,4,1307923200
253,99,4,1367712000
254,99,5,1315008000
255,99,5,1301702400
256,99,5,1305417600
257,99,5,1308009600
258,99,5,1306454400
259,99,4,1311552000
260,99,5,1276128000
261,99,3,1313625600
262,99,4,1319241600
263,99,4,1310860800
264,99,5,1301097600
265,99,5,1291680000
266,99,5,1278460800
267,99,5,1312675200
268,99,5,1295568000
269,99,4,1339804800
270,99,5,1258934400
271,99,5,1276473600
272,99,4,1327017600
273,99,5,1287705600
274,99,5,1397001600
275,99,5,1366588800
276,99,5,1364774400
277,99,5,1307232000
278,99,5,1339459200
279,99,4,1271808000
280,99,5,1293148800
281,99,5,1376697600
282,99,5,1315008000
283,99,5,1279411200
284,99,4,1287100800
285,99,4,1313971200
286,99,5,1297814400
287,100,1,946339200
288,100,4,1199577600
289,100,4,963619200
290,100,2,1261526400
291,100,1,945302400
292,100,1,946944000
293,100,1,1039996800
294,100,4,961977600
295,100,5,950572800
296,101,4,1070150400
297,101,4,1008028800
298,101,1,964569600
299,101,4,1139097600
300,101,1,1047427200
301,101,1,1228780800
302,101,3,956102400
303,101,4,1240876800
304,101,3,1003363200
305,101,1,1290211200
306,101,5,944092800
307,102,1,944611200
308,102,1,940377600
309,102,1,947721600
310,102,1,1200182400
311,102,5,943920000
312,102,3,960422400
313,102,5,943315200
314,102,1,950313600
315,102,3,947462400
316,103,3,969926400
317,103,4,960249600
318,103,5,969580800
319,103,4,961545600
320,103,4,940636800
321,103,5,944784000
322,103,5,965520000
323,103,1,963964800
324,103,1,1089331200
325,103,5,971481600
326,104,4,967852800
327,104,2,994118400
328,104,4,986428800
329,104,5,989280000
330,105,5,1362441600
331,105,1,1173312000
332,105,5,1344643200
333,105,5,1381968000
334,105,4,1368057600
335,105,5,1313452800
336,105,3,1401753600
337,105,5,1290211200
338,105,5,1370649600
339,105,5,1201219200
340,105,1,1357862400
341,105,5,1369353600
342,105,4,1168214400
343,106,5,1051056000
344,106,5,993254400
345,107,5,1381968000
346,107,4,1388448000
347,107,4,1368057600
348,107,4,1387497600
349,107,5,1194652800
350,107,5,1388707200
351,107,5,1220832000
352,107,5,1363996800
353,107,4,1399075200
354,107,5,1394841600
355,107,5,1003795200
356,107,2,1360800000
357,107,5,1365638400
358,107,4,1358294400
359,107,3,1379462400
360,108,3,1373673600
361,108,5,1385078400
362,108,5,1313539200
363,108,5,1334534400
364,108,4,1315094400
365,108,4,1158192000
366,108,5,1374883200
367,108,5,1357516800
368,108,4,1368662400
369,108,5,1374969600
370,108,5,1364428800
371,108,2,1338076800
372,108,2,1262995200
373,108,4,1402099200
374,108,5,1356134400
375,108,4,1371945600
376,108,5,1285372800
377,108,5,1357257600
378,108,5,1374710400
379,108,5,1309996800
380,108,2,1389139200
381,108,5,1383177600
382,108,5,1339286400
383,108,5,1392681600
384,108,5,1394323200
385,108,5,1362355200
386,108,4,1142726400
387,108,5,1280534400
388,108,4,1261526400
389,108,5,1208217600
390,108,5,1389571200
391,108,4,1285804800
392,108,5,1292889600
393,108,5,1394582400
394,108,3,1323907200
395,108,4,1378339200
396,108,5,1358121600
397,108,5,1315526400
398,108,5,1238457600
399,108,5,1388534400
400,108,2,1326844800
401,108,5,1341360000
402,108,2,1359849600
403,108,5,1285200000
404,108,5,1329696000
405,108,1,1373155200
406,108,5,1391817600
407,108,5,1363737600
408,108,5,1385251200
409,108,5,1369699200
410,108,5,1356048000
411,108,5,1355616000
412,108,5,1340928000
413,108,5,1374796800
414,108,5,1347580800
415,108,5,1369353600
416,108,4,1333756800
417,108,4,1293494400
418,108,4,1369699200
419,108,5,1337212800
420,108,4,1368921600
421,108,5,1258156800
422,108,1,1385769600
423,108,5,1262995200
424,108,4,1360540800
425,108,5,1247616000
426,108,5,1403136000
427,108,4,1374451200
428,108,5,1372032000
429,108,5,1263081600
430,108,4,1203206400
431,108,5,1326153600
432,108,2,1393200000
433,108,5,1349308800
434,108,5,1357948800
435,108,5,1376352000
436,108,3,1357171200
437,108,5,1394582400
